id,title,entity_type,author,publication_year,genre,publisher,page_count,isbn,cover_url,summary,source,source_paths
660f731b-0d77-57d4-aaac-6f779814f5e8,Bạch Vân quốc ngữ thi tập,work,,,,,,,,"Bạch Vân quốc ngữ thi tập (Hán Nôm: 白雲國語詩集 (Bạch Vân quốc ngữ thi tập)) là tên gọi phổ biến nhất được dùng để đặt cho tuyển tập thơ viết bằng chữ Nôm của Trình quốc công (程國公) Nguyễn Bỉnh Khiêm (阮秉謙), là một nhà thơ lớn đồng thời là một chính khách nhiều ảnh hưởng sống thời Lê-Mạc phân tranh (cũng được gọi là thời kỳ Nam-Bắc triều) của lịch sử Việt Nam thế kỷ 16. Tên chữ “Bạch Vân” có nguồn gốc từ tên hiệu của Nguyễn Bỉnh Khiêm (tên huý của ông là Nguyễn Văn Đạt), “Bạch Vân am cư sĩ” (白雲庵居士). Tác phẩm được đánh giá là một sự kế thừa và tiếp nối xứng đáng tuyển tập thơ Nôm “Quốc âm thi tập” của Nguyễn Trãi ở nửa đầu thế kỷ 15, đồng thời đánh dấu một bước phát triển mới trên hành trình hoàn thiện mình của văn học viết Việt Nam. Hai tuyển tập thơ “Bạch Vân quốc ngữ thi tập” (chữ Nôm) và “Bạch Vân am thi tập” (chữ Hán) của ông được coi là một thành tựu lớn của thơ văn trung đại Việt Nam, mở đầu cho một dòng thơ văn giàu tính triết lý, tư duy lý trí - thế sự, bước đầu chạm chân vào hiện thực, đã mô tả xã hội dưới góc nhìn đời tư và đời thường, và là một cống hiến lớn của văn học thời Mạc đối với tiến trình phát triển và hoàn thiện của văn học dân tộc.
Hiện nay các tài liệu văn bản thơ văn của Nguyễn Bỉnh Khiêm được lưu giữ ở nhiều nơi, bao gồm những văn bản hiện đang lưu giữ tại Viện Nghiên cứu Hán Nôm và Thư viện Quốc gia Việt Nam.
Trần Văn Giáp (1902-1973), trong “Tìm hiểu kho sách Hán Nôm” nhận xét về thơ, văn của Nguyễn Bỉnh Khiêm như sau: “Về thơ của Nguyễn Bỉnh Khiêm thì thơ chữ Hán được tập hợp trong Bạch Vân Am thi tập, và thơ chữ Nôm được tập hợp trong Bạch Vân quốc ngữ thi. Không thấy bản in tập thơ chữ Nôm, có lẽ đương thời cũng như về sau thơ Nôm của Nguyễn Bỉnh Khiêm chưa từng được khắc ván in. Vì vậy, rải rác trong nhiều tập sao chép thấy có thơ Nôm của Nguyễn Bỉnh Khiêm, nhưng số bài nhiều ít không giống nhau, tam sao thất bản, lẫn lộn thơ người nọ với thơ người kia cũng nhiều.”",wikipedia,data/processed/work/page_3338347.json
e6c5caa8-8cb3-5f57-834b-ff273fc435b8,Chỉ nam ngọc âm giải nghĩa,work,,,,,,,,"Chỉ nam ngọc âm giải nghĩa (Hán-Nôm: 指南玉音解義) là cuốn từ điển Hán-Nôm cổ nhất trong lịch sử tiếng Việt, được biên soạn vào năm Tân Tỵ giữa thế kỷ 15 và thế kỷ 18. Ba bản cổ nhất còn lại được lưu tại Viện Viễn Đông Bác cổ, Viện Nghiên cứu Hán Nôm, và Hiệp hội Châu Á; trong đó thì bản của Viện Nghiên cứu Hán Nôm được cho là bản cổ nhất còn bản của Hiệp hội Châu Á (1761) là bản mới nhất.
Tác phẩm này mở đầu với hai lời tựa khác nhau: một bằng văn xuôi chữ Hán và bài tựa riêng bằng thơ Nôm. Theo tác giả, cuốn từ điển này giúp ích cho những người theo con đường khoa cử và cả những người muốn đọc các kinh sách nhà Phật. Lời tựa Nôm bắt đầu với câu lục bát, tiếp theo là bài song thất lục bát, và kết thúc với một bài thơ lục bát. Bài tựa đề cao chữ Nôm nước Đại Việt là chữ chính đáng của thánh hiền, đi ngược với quan điểm ""chính thống"" của triều đình vốn chú trọng đến chữ Nho. Trong khi đó bài tựa chữ Hán lại chú trọng đến chữ Nho và không nhắc gì đến chữ Nôm. Theo lời tựa này thì tác phẩm Chỉ nam ngọc âm giải nghĩa bổ nghĩa cho cuốn Chỉ nam phẩm vị (指南品彙) do Sĩ Nhiếp soạn thuở trước.
Chỉ nam ngọc âm giải nghĩa có tổng cộng 3.394 mục từ chữ Hán, mỗi mục có lời chua bằng chữ Nôm để làm sáng nghĩa. Theo Trần Xuân Ngọc Lan, 82% các chữ Nôm trong từ điển là chữ giả tá mượn âm, và 18% là chữ ghép.",wikipedia,data/processed/work/page_3345659.json
e3aca3b7-b271-5ee6-8cc3-c7a1c9d3ec79,Long thần tướng,work,,,,,,,,"Long Thần Tướng (tên đầy đủ: Truyền thuyết Long Thần Tướng) là bộ truyện tranh Việt Nam dã sử gồm 5 tập của nhóm tác giả Phong Dương Comics. Tác phẩm do họa sĩ Thành Phong và Mỹ Anh vẽ, kịch bản do Nguyễn Khánh Dương kể, Trần Quang Đức cố vấn lịch sử. Bộ truyện lấy bối cảnh thời gian từ năm 1279–1285, trong cuộc chiến đấu chống quân Nguyên Mông của triều đại nhà Trần.
Long Thần Tướng được ấp ủ dựa trên tác phẩm truyện tranh hơn 10 năm trước của bộ đôi Thành Phong và Khánh Dương, từng được đăng nhiều kì trên tạp chí Truyện Tranh Trẻ của NXB Trẻ. Sau đó, nhóm tác giả đã phát triển và được xuất bản lần đầu vào tháng 11 năm 2014 dưới hình thức gây quỹ cộng đồng (Crowdfunding). Ngay từ khi ra mắt, bộ truyện đã gây tiếng vang lớn trong cộng đồng truyện tranh Việt Nam, là tác phẩm gây quỹ thành công nhất thời điểm đó với hơn 330 triệu. Truyền thông nhận định tác phẩm có nội dung hấp dẫn, hòa quyện giữa truyền thống và hiện đại.
Tháng 2 năm 2016, Long Thần Tướng được Bộ Ngoại giao Nhật Bản trao giải Bạc cuộc thi Giải thưởng Truyện tranh Quốc tế lần thứ 9, một trong những giải thưởng truyện tranh uy tín nhất trên thế giới.",wikipedia,data/processed/work/page_3349933.json
85b95c12-aa92-560d-9785-1a799daa957c,Nguyễn Quang Lập,author,,,,,,,,"Nguyễn Quang Lập (sinh 1956) là một nhà văn, nhà viết kịch, nhà biên kịch điện ảnh của Việt Nam. Ông có một blog tên là Quê Choa, và thường tự nhận là Bọ Lập.
Nguyễn Quang Lập sinh năm 1956 tại Thị xã Ba Đồn – Quảng Bình. Ông tốt nghiệp Đại học Bách khoa Hà Nội, là kỹ sư vô tuyến điện nhưng lại theo đuổi nghiệp văn như em ông Nguyễn Quang Vinh. Ông còn có các bút danh Hồng Nhật, Hồng Đức, Quang Quang.
Nguyễn Quang Lập tham gia quân đội từ 1980 - 1985, là bộ đội tên lửa Quân chủng phòng không, đóng quân ở đảo Cái Bầu (Quảng Ninh), sau chuyển vào Quảng Nam Đà Nẵng. Một số tác phẩm đầu tay của ông được viết trong thời kỳ này. Sau khi rời quân ngũ ông từng có thời gian công tác tại Nhà Xuất bản Kim Đồng và báo Sài Gòn Tiếp Thị.",wikipedia,data/processed/work/page_336139.json
39bda539-bc6d-5c1f-b8c3-2a8b725dfac0,Ngự chế Việt sử tổng vịnh tập,work,,,,,,,,"Ngự chế Việt sử tổng vịnh tập (chữ Hán: 御製越史總詠集) là một hợp tuyển quốc sử diễn ca của hoàng đế Nguyễn Dực Tông, được khắc in lần đầu vào năm 1874.
Ngự chế Việt sử tổng vịnh tập được khắc in ngày 5 tháng 6 niên hiệu Tự Đức thứ 27 (1874), theo lời tấu xin của nội các đại thần triều Nguyễn. Gồm 212 bài ngự chế thất tuyệt vịnh nhân vật lịch sử Việt Nam các đời, trước mỗi bài đều có phần tiểu truyện để lược dẫn tích được nhắc đến, sau mỗi bài thảng hoặc có một đôi lời bình của các quan đại thần. Sách in xong, có dụ của hoàng đế ban cho mỗi tỉnh một cuốn để giáo dân.
Thượng:",wikipedia,data/processed/work/page_3367692.json
86b6eb64-4e11-5594-afe0-0a2fa02e9fc4,Từ điển Bách khoa Quân sự Việt Nam,work,,,,,,,,"Từ điển Bách khoa Quân sự Việt Nam là từ điển tập hợp các khái niệm quân sự (biểu đạt bằng thuật ngữ) và tên riêng (tên sự kiện, tên người, tên đất...) để phục vụ người tra cứu hiểu rõ từng khái niệm, phạm trù, sự vật, hiện tượng, nhân vật. Từ điển này do Trung tâm Từ điển Bách khoa Quân sự (thuộc Bộ Quốc phòng Việt Nam) biên soạn, Nhà xuất bản Quân đội Nhân dân xuất bản. Phiên bản đầu tiên xuất bản năm 1996, phiên bản thứ hai xuất bản năm 2004 với khoảng 9.000 mục từ và gần 2.000 hình minh họa.",wikipedia,data/processed/work/page_33748.json
6dd1f6d9-2940-5b8c-9fa1-bcb2b175b6a6,Tây Sơn thuật lược,work,,,,,,,,"Tây Sơn thuật lược (chữ Hán: 西山述略) là một cuốn tùng thư của tác giả vô danh thị, kể vắn tắt những sự việc xảy ra dưới triều Tây Sơn. Hiện chưa rõ tác phẩm xuất hiện vào năm nào, tuy nhiên lần đầu tiên được đăng trên Nam Phong tạp chí số 148 và nguyên bản đang tàng trữ tại thư viện Société Asiatique Paris, ký hiệu HM 2178 Legs H. Maspéro.
Cho đến thời điểm đầu thế kỷ 21, ngoài một lần Tây Sơn thuật lược được Nam Phong tạp chí số 148 (1930) ấn hành trọn vẹn (trang 28 - 37), còn có bản dịch Việt văn của chuyên viên Tạ Quang Phát, Ủy ban Dịch thuật trực thuộc Tủ sách Cổ văn, Phủ Quốc vụ khanh đặc trách Văn hóa Việt Nam Cộng hòa, ấn hành tại Sài Gòn vào năm 1971.
Căn cứ theo nội dung sách, tác giả đứng ở quan điểm chính thống triều Nguyễn để gọi triều Tây Sơn là ngụy Tây, đồng thời khi nhắc đến Gia Long thì lời lẽ cung kính tán tụng, do vậy rất có thể tác phẩm này được soạn vào hồi Nguyễn sơ. Thời gian được kể khởi đầu bằng sự kiện Nguyễn Văn Nhạc cùng em là Huệ cầm quân tiến đánh Phú Xuân, tức năm Cảnh Hưng thứ 38 (1777), và kết thúc bởi sự kiện xa giá Gia Long tiến ra Thăng Long diệt dư đảng Tây Sơn, tức năm Bảo Hưng thứ 2 (1802). Mỗi sự việc được liệt kê thường có kèm bình chú của tác giả, giọng điệu khá chau chuốt và phong phú. Nhìn chung, lối chép ngắn và tản mạn, nhưng bên cạnh đó còn tồn tại nhiều sai sót về thực sử và mốc thời gian.",wikipedia,data/processed/work/page_3375840.json
980370ee-b682-54bd-a437-bb8042c4f618,Tắt lửa lòng,work,,,,,,,,"Tắt lửa lòng là một tiểu thuyết lãng mạn của nhà văn Nguyễn Công Hoan, giới thiệu lần đầu tiên vào năm 1933. Tác phẩm nhanh chóng trở nên phổ biến và được chuyển thể thành nhiều vở kịch, cải lương, bản nhạc khác nhau.
Soạn giả Trần Hữu Trang đã biên kịch lại và chuyển thể thành vở cải lương Lan và Điệp năm 1936. Và cái tên Lan và Điệp trở thành huyền thoại từ đó, thậm chí nó còn nổi tiếng hơn cả tên tác phẩm Tắt lửa lòng.
Soạn giả Viễn Châu thì chuyển thành vở cải lương Hoa rụng giữa thiền môn với hai nhân vật chính là Mai và Ngọc.",wikipedia,data/processed/work/page_3393198.json
9d6e05a4-755e-566b-9211-21465e9957ff,Bản đồ Hồng Đức,work,,,,,,,,"Bản đồ Hồng Đức, tức Hồng Đức bản đồ sách (chữ Hán: 洪德版圖冊), đôi khi được gọi là Hồng Đức địa dư là một bộ bản đồ địa lý của Đại Việt được ban hành vào đời vua Lê Thánh Tông, năm Hồng Đức thứ 21 (tức năm 1490). Đây được coi là bộ bản đồ địa lý đầu tiên do nhà nước phong kiến của Việt Nam thực hiện. Bản đồ Hồng Đức được thực hiện vào năm Quang Thuận thứ 7 (1467) khi vua Lê Thánh Tông ra lệnh các thừa tuyên vẽ bản đồ từng thừa tuyên gửi về Bộ Hộ. Bản đồ được hoàn tất và ban hành vào năm Hồng Đức thứ 21 (1490).
Bộ bản đồ đã thể hiện phạm vi cương giới và hệ thống hành chính của nước Đại Việt vào nửa cuối thế kỷ 15. Đây là tập bản đồ quốc gia sớm nhất còn lại đến nay trong đó vẽ rõ Hoàng Sa và Trường Sa. Trên cơ sở Hồng Đức bản đồ, bộ sách Toản tập thiên nam tứ chí lộ đồ thư (khoảng giữa thế kỷ 17) trong quyển 1 ghi: ""Giữa biển có một dải cát dài, gọi là Bãi Cát Vàng, dài độ 400 dặm, rộng 20 dặm, dựng đứng giữa biển"". Cùng với đó là một bản đồ vẽ nhóm đảo thuộc Quảng Ngãi, phủ Thăng Hoa với chú thích chữ Nôm là ""Bãi Cát vàng"". Điều này tiếp tục được kế thừa trong nhiều bản đồ và sách của các đời sau.
Nhiều tài liệu cho biết, bản đồ thời Hồng Đức được biên soạn thành 5 tập.",wikipedia,data/processed/work/page_3426383.json
105476a8-64c4-5bea-9b8d-a608b77b6fb1,Lục Vân Tiên cổ tích truyện,work,,,,,,,,"Lục Vân Tiên cổ tích truyện là một tập tranh màu truyện thơ Lục Vân Tiên bản tiếng Pháp dịch từ tập truyên Lục Vân Tiên được Nguyễn Đình Chiểu sáng tác năm Đồng Khánh thứ nhất (1866). Bản sách tiếng Pháp thực hiện năm 1897 có hình ảnh minh họa với tổng cộng 1.200 hình màu và 633 họa tiết do họa sĩ cung đình Huế là ông Lê Đức Trạch  thực hiện theo yêu cầu của ông Eugène Gibert, Đại úy pháo binh hải quân tại Huế (giai đoạn 1895- 1897). Tác phẩm được dịch giả Abel des Michels chuyển ngữ sang tiếng Pháp và được Đại úy E.Gibert mang về trao tặng lại thư viện Viện Hàn lâm Pháp vào năm 1899. Hơn một thế kỷ ngủ yên trong thư viện của Viện Pháp (Institut de France, Paris), bản Lục Vân Tiên cổ tích truyện - Histoire de Luc Van Tien được Giáo sư sử học Phan Huy Lê - Chủ tịch Hội Khoa học lịch sử Việt Nam phát hiện khi sang Pháp và đem về nước. Do nhận được sự hỗ trợ của Viện Viễn Đông Bác cổ Pháp bộ sách đã được Nhà xuất bản Văn hóa - Văn nghệ xuất bản năm 2016 với ba ngôn ngữ Việt, Anh, Pháp.",wikipedia,data/processed/work/page_3427320.json
b5394a86-43fe-5811-afb6-ba3b7c619880,Những ngày thơ ấu,work,,,,,,,,"Những ngày thơ ấu là một tập hồi ký viết về tuổi thơ đầy cay đắng và khắc nghiệt của chính tác giả, nhà văn Nguyên Hồng. Hồi ký được đăng trên báo năm 1938, xuất bản thành sách vào năm 1940.
Tác phẩm gồm 9 chương với tên gọi: Tiếng kèn, Chúa thương xót tôi, Trụy lạc, Trong lòng mẹ, Đêm Noel, Trong đêm đông, Đồng xu cái, Sa ngã, Một bước ngắn. Chương thứ 4 (Trong lòng mẹ) đã được đưa vào sách giáo khoa Ngữ văn 6 (Cánh Diều), tập 1; Ngữ văn 7 (Kết nối Tri Thức với Cuộc sống), tập 1 và sách giáo khoa Ngữ văn 8, tập 1 hiện hành.
Tác phẩm mở đầu bằng hình ảnh một gia đình giả dối. Cha mẹ cậu bé Hồng lấy nhau do “bài tính” của hai gia đình. Giữa họ, trước và sau khi kết hôn miễn cưỡng, không hề có tình yêu. Một gia đình như vậy là nấm mồ chôn sống hai con người mà tội tình nhất là người phụ nữ. Đứa con (Hồng) chỉ là “kết quả” của một đêm nằm chung miễn cưỡng nhằm thực hiện mục đích “nối dõi tông đường” mà dòng họ yêu cầu. Không hạnh phúc và không lối thoát, người đàn ông mau chóng trở thành một kẻ nghiện rượu, rốt cuộc “bán linh hồn cho nàng tiên nâu”, sống cũng như chết. Nỗi đau khổ tận cùng dồn hết lên người phụ nữ khát khao yêu thương. Tuy mong ước hạnh phúc như vậy nhưng nét đặc trưng của người phụ nữ (nàng tên Lộc) vẫn là đức hạnh cao đẹp. Không yêu chồng nhưng chị vẫn ứa nước mắt khi thấy chồng “ôm ngực ho và rũ rượi nhổ”. Chị cắn răng chịu đựng bao cay đắng, không nói một lời oán trách khi phải chôn vùi thanh xuân bên người chồng nghiện ngập. Nhưng trong lòng chị lại có hình bóng người khác. Khi chồng chết, chị phải bỏ đi tha hương cầu thực vào Thanh Hóa để kiếm tiền trả nợ, rồi lại mang thai với một người đàn ông và bị họ hàng gán cho cái tội ""chưa đoạn tang chồng đã chửa đẻ với người khác"".",wikipedia,data/processed/work/page_3433261.json
67cf35a1-b115-5666-bd98-3bd459137adc,Thanh Tòng,author,,,,,,,,"Thanh Tòng (22 tháng 4, 1948 – 22 tháng 9 năm 2016) là nghệ sĩ cải lương nổi tiếng Việt Nam. Ông được báo chí mệnh danh là ""Vua cải lương Hồ quảng"". Là vị ""Thống soái"" của làng cải lương tuồng cổ Việt Nam.
Ông tên thật là Nguyễn Thanh Tòng, quê ở Sài Gòn. Ông xuất thân từ gia tộc Vĩnh Xuân ban, bắt nguồn từ đoàn hát lấy theo tên tổ phụ và tổ mẫu là kép Vĩnh và đào Xuân. Ông nội ông là Nguyễn Văn Thắng, con của kép Vĩnh và đào Xuân, còn được biết với biệt danh bầu Thắng hay kép Hai Thắng, một nghệ sĩ hát bội lừng danh đầu thế kỷ 20. Thân sinh ông là nghệ sĩ Minh Tơ, tên thật là Nguyễn Văn Tơ. Tính từ bầu Thắng thì Thanh Tòng được tính là thế hệ thứ 3. Gia tộc Vĩnh Xuân ban được xem là một trong Ngũ đại gia tộc của sân khấu cải lương Việt Nam.
Thanh Tòng là người con thứ 4 trong gia đình nghệ sĩ Minh Tơ. Do ảnh hưởng gia đình, từ nhỏ ông đã sớm tiếp cận môi trường nghệ thuật. Năm lên 3 tuổi, ông lần đầu tiên trình diễn trên sân khấu cùng ông nội trong vở ""Hoàng Phi Hổ quy Châu và San Hậu"". Năm lên 6, ông được cha cho đi học cải lương, tân nhạc, nhảy thiết hài. Năm lên 10, ông được giao hát vai Lữ Bố trong đoàn Đồng ấu Minh Tơ. Lên 11, ông được các ký giả Sài Gòn thời đó phong cho danh hiệu ""thần đồng sân khấu"" và diễn được đủ vai, từ văn tới võ, hát bội cũng hay, mà ca cải lương cũng ngọt. Bất cứ nghề nào có liên quan đến sân khấu là ông đều học hỏi am tường.",wikipedia,data/processed/work/page_3444013.json
5905265a-cebe-524d-a835-c611136e0024,Ngập ngừng,work,,,,,,,,"""Ngập ngừng"" là một bài thơ nổi tiếng của thi sĩ Hồ Dzếnh, nằm trong tập thơ: Quê ngoại, xuất bản năm 1943.
Trong ""Lời giới thiệu"" Tuyển tập Hồ Dzếnh – Tác phẩm chọn lọc, Nhà xuất bản Văn Học 1988, nhận định: ""Tác phẩm của Hồ Dzếnh không nhiều, lại không tập trung ở một tờ báo hay đặc san nào. Với bản chất trầm lắng, ông luôn luôn khiêm tốn tự cho mình là người mới bắt đầu bước vào nghề viết. Tuy nhiên, với hai tập văn thơ Chân trời cũ và Quê ngoại, Hồ Dzếnh được biết đến như một nhà thơ có chân tài"".
Em cứ hẹn nhưng em đừng đến nhé!",wikipedia,data/processed/work/page_349522.json
f2eb2f7a-a8ab-5f79-9029-b824472a0dd0,Lịch sử nước ta (thơ),work,,,,,,,,"Lịch sử nước ta là một cuốn sách với bài diễn ca cùng tên viết về lịch sử Việt Nam, do Hồ Chí Minh sáng tác cuối năm 1941 tại Pác Bó, Cao Bằng. Bài thơ gồm 208 câu thơ lục bát dễ thuộc, dễ hiểu, phù hợp với tình hình Việt Nam lúc bấy giờ là hơn 95% dân số mù chữ.
Hai câu đầu bài thơ đã trở nên phổ biến và nổi tiếng trên khắp Việt Nam:
Bài thơ gồm 208 câu lục bát, tiếp sau đó là niên biểu lịch sử Việt Nam, được ông đặt dưới tên gọi Những năm quan trọng, gồm 30 cột mốc, bắt đầu từ mốc trước Tây lịch ""2879 - Hồng Bàng"" và kết thúc là mốc: ""1945 - Việt Nam độc lập"".",wikipedia,data/processed/work/page_3514510.json
2ef4a4d6-9c73-58ec-973c-492d118e79d2,Mảnh đất lắm người nhiều ma,work,,,,,,,,"Mảnh đất lắm người nhiều ma là một cuốn tiểu thuyết tâm lý xã hội của nhà văn Nguyễn Khắc Trường, ra đời năm 1990. Tác phẩm được coi là một trong những tác phẩm xuất sắc nhất của Nguyễn Khắc Trường viết về nông thôn Việt Nam.
Trịnh Bá Hàm: Là trưởng họ Trịnh, làm nghề thợ mộc. Ông Hàm bị thọt chân từ nhỏ nên còn bị gọi là Hàm thọt. Khi còn trai trẻ, ông Hàm yêu bà Son và lấy được bà Son nhờ việc gia đình bà Son ép gả cho ông Hàm, trong khi bà Son lại yêu Phúc. Đây là một nguyên nhân chính dẫn đến thù hận của Hàm và Phúc. Khi chứng kiến một loạt sự kiện cáo ở ủy ban nhằm vào em mình (là Trịnh Bá Thủ), ông Hàm cho rằng đây là từ phía họ Vũ nên đã âm mưu cùng hai cháu là Ưởng và Ngạc đào mộ cụ cố Đại, bố ông Phúc mới chết để yểm bùa ám hại họ Vũ. Sự việc không thành, ông bị bắt và phải nhờ đến bà Son làm theo mưu của Thủ lừa ông Phúc rút đơn tố cáo ông Hàm mới thoát khỏi cảnh tù tội. Ông Hàm là điển hình của mẫu đàn ông gia trưởng, phong kiến, trong gia đình ông, chỉ có đàn ông được ngồi trên nhà ăn cơm, còn con gái phải ngồi dưới bếp. Ông Hàm còn là người được mô tả dù yếu đuối bệnh hoạn nhưng lại có khả năng sinh lý rất mạnh.
Trịnh Bá Thủ: là em trai của Hàm, con thứ trong họ Trịnh. Trịnh Bá Thủ là bí thư Đảng bộ xã, cũng là người theo nề nếp gia trưởng. Ông Thủ là người ngoài mặt nhẹ nhàng, ngọt ngào, nhưng bên trong lại rất nhiều âm mưu, và các tình tiết chính của câu chuyện có liên quan đến các âm mưu của Thủ trong việc tranh giành quyền lực chính trị, đấu đá trong làng.",wikipedia,data/processed/work/page_352383.json
8c5a6503-a854-57f0-beb1-9b2c3b7a29f4,Danh sách nhân vật trong Thần đồng Đất Việt,work,,,,,,,,"Dưới đây là danh sách chi tiết các nhân vật nổi bật trong bộ truyện tranh Thần đồng Đất Việt:
Cậu là nhân vật chính trong tập chuyện. Tí là một người khiêm tốn và chính trực. Mặt mũi khôi ngô, sáng sủa và hiền lành, rất được các bạn gái cùng lứa quý mến,đặc biệt là Sửu Ẹo. Mặc dù gia đình nghèo, Tí vẫn giữ được sự giản dị và đức tính của nông dân Việt Nam, không tham lam tiền bạc, thanh liêm, chính trực, có tài quân sự và tầm nhìn xa. Nhiều lần, Tí đã cứu làng Phan Thị (qua tập 34 dê đực có chửa) và cả triều đình Đại Việt trong nhiều tình huống khó khăn bằng tài trí của mình (qua tập 79 Lục đậu cứu nguy). Cậu đã đỗ trạng nguyên Đại Việt và được vua Minh phong danh hiệu Lưỡng Quốc Trạng Nguyên (qua các tập 50,51,52,...). Cậu là một người con hiếu thảo, biết chăm lo cho gia đình (qua tập 198 Cha của Trạng Tí).
Ở các tập đầu, ngoại hình của Tí có phần hơi béo. Sau đó ngoại hình đã được sửa lại cho cân đối hơn. Đặc điểm dễ nhận ra ở cậu là mái tóc ba chỏm, chiếc áo thêu hình đất nước Việt Nam và hàm răng thiếu 2 chiếc vì cậu bị Ngọc Hoàng đánh gãy hai cái răng do kiếp trước không chịu đầu thai xuống trần gian (kiếp trước của cậu chính là Văn Tinh Quân trên Thiên Đình và được Ngọc Hoàng ra lệnh xuống trần gian giúp đỡ Đại Việt)",wikipedia,data/processed/work/page_352403.json
07556b86-a17d-5c93-b571-5b8ad7aeeae5,Góc sân và khoảng trời,author,,,,,,,,"Góc sân và khoảng trời là tập thơ của Trần Đăng Khoa được xuất bản lần đầu tiên năm 1968 khi tác giả mới 10 tuổi. Tập thơ mới đầu có tên là Từ góc sân nhà em, sau nhiều lần tái bản và chỉnh sửa, nay tập thơ tên là Góc sân và khoảng trời. Tập thơ như là những trang ký ức, nhật ký của tác giả thời thơ ấu. Tập thơ gồm có 107 bài thơ và Trường ca đánh Thần Hạn có 4 chương.
Một số bài thơ nổi tiếng trong tập thơ này là:
Con bướm vàng",wikipedia,data/processed/work/page_35827.json
c99e86ef-e775-5556-ae88-be297541f6ef,Chính đề Việt Nam,work,,,,,,,,"Chính đề Việt Nam là tác phẩm về các vấn đề của Việt Nam của một tác giả lấy bút danh là Tùng Phong được nhà xuất bản Đồng Nai, Sài Gòn xuất bản lần đầu tiên năm 1964.
Trong tác phẩm này Tùng Phong phân tích thực trạng chính trị – kinh tế – văn hóa – xã hội của Việt Nam trong bối cảnh thế giới đương thời. Từ những phân tích đó ông đề xuất đường lối phát triển cho Việt Nam cũng như dự báo tình hình thế giới và những thách thức mà Việt Nam sẽ gặp trong tương lai.
Tác phẩm trình bày quan điểm của tác giả về vấn đề dân chủ và phát triển đất nước trong bối cảnh thế giới vào thời điểm những năm 1960. Đây là một thiên chính luận giống một cương lĩnh chính trị cho chính quyền miền Nam Việt Nam.",wikipedia,data/processed/work/page_3596062.json
b2f21f90-87b4-52c4-a453-aee65a635e35,Thơ chúc Tết của Hồ Chí Minh,work,,,,,,,,"Thơ chúc Tết của Hồ Chí Minh là danh sách những bài thơ để chúc Tết của Hồ Chí Minh trên cương vị chủ tịch nước. Sau 1 năm về nước lãnh đạo cách mạng Việt Nam, Tết Nhâm Ngọ năm 1942, lần đầu tiên Hồ Chí Minh có thơ chúc Tết. Báo Việt Nam Độc lập số 141 đã in trang trọng thơ chúc Tết của Hồ Chí Minh trên trang nhất. Ở Việt Nam trước đó không có hình thức thông điệp đầu năm của nguyên thủ quốc gia do đó những bài thơ của Chủ tịch Hồ Chí Minh như những tín hiệu đầu năm cho nhân dân.
Hằng năm, trước Tết 3 tháng, Hồ Chí Minh đã nhắc nhở các cơ quan, ban, ngành chuẩn bị Tết cho nhân dân. Riêng ông cũng tự mình chuẩn bị 3 việc: tìm ý thơ cho bài thơ mừng năm mới; nhắc văn phòng chuẩn bị thiếp ""Chúc mừng năm mới"" để kịp gửi đến những nơi xa xôi nhất, kể cả bộ đội ở các vùng rừng núi, hải đảo và cán bộ công tác ở nước ngoài; và cuối cùng là lên kế hoạch đi thăm hỏi, chúc Tết nhân dân, các cơ quan, đơn vị (1 chương trình riêng mà chỉ ông và cảnh vệ biết).
Kể từ năm 1946 cho đến khi qua đời, trong suốt 24 năm giữ cương vị là người đứng đầu Đảng Lao động Việt Nam và Chính phủ Việt Nam Dân chủ Cộng hòa, Hồ Chí Minh đã viết tổng cộng 22 bài thơ chúc Tết mừng xuân. Trong 22 bài thơ này, ông dùng 20 chữ Chúc, 25 chữ Mừng, 18 chữ Xuân, 4 chữ Tết. Nhiều bài thơ đầu các câu thơ là lời Mừng, lời Chúc.",wikipedia,data/processed/work/page_3641039.json
